2024 Halloween Harvest Sell Through by Brand,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,_sheet,Halloween Harvest Sell Through by Segment - 2024 MSS Items,Halloween Harvest Performance by Item - 2024 MSS Items,Unnamed: 0,2024 Halloween Harvest Sell Thru by Item,2024 Halloween Harvest Sell Thru by Vendor,Encore Halloween Harvest 2024 Items,All ,635222,868061,498786,260202,0,2262271,2231407.78,3155883.59,1758064.54,1009134.18,0.1,8154490.09,1059357.44,1501089.85,834455.98,491695.28,0.2,3886598.55,Unnamed: 26,Unnamed: 27,Unnamed: 28,Encore Hollaween Harvest 2024 (Actual Sales from Ahold),Unnamed: 21,Unnamed: 22,Unnamed: 23,2024 Halloween Harvest Sales,Unnamed: 24
,10959.04,9240.84,0.1567838059,10276,3796,0.3694044375,2.434362487,31041.24,12726,0.5900292643,10252,24829.48,12690,0.4889139845,1.002341007,,,,,,Segment,Toys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2373648.78,2069437.21,0.1281619979,1981828,503655,0.254136585,4.108838808,7937986.813,3342977.88,0.5788632611,2002069,7145355.91,3394903.27,0.5248797523,0.9898899588,,,,,,Segment,Total Ahold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024 Halloween Harvest,,,,,,,,,,,,,,,,,,,,Segment,Giant Company - Total HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Sales,Net Sales,Avg Disc,Units Shipped,Units Sold,Sell Thru%,Avg Price,Retail Buy,Spend,GP %,Units Ordered,Retail Buy - Order,Spend - Order,GP % - Order,% Order Shipped,,,,,,Segment,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8575.97,7236.37,0.1562039046,7770,844,0.1086229086,8.573898104,58757.21485,23234.52,0.60456737,7770,44454.3,23203.44,0.478038345,1,,,,,,Segment,Costumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,401864.33,330128.3,0.1785080801,147794,64238,0.4346455201,5.139143498,965790.9454,379098.08,0.6074739758,149918,762601.02,384575.64,0.4957053165,0.985832255,,,,,,Segment,Décor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,221390.36,182995.67,0.1734253018,94656,38846,0.4103913117,4.71079828,541585.378,206624.46,0.6184822036,93896,420978.44,205076.66,0.5128570955,1.008094062,,,,,,Segment,Housewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73377.45,59673.65,0.1867576483,81030,18537,0.2287671233,3.219164374,338106.592,140515.4,0.5844050269,84728,288687.12,148210.68,0.4866044595,0.9563544519,,,,,,Segment,Novelty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113297.8,75773.13,0.3312038716,278962,49734,0.1782823467,1.523567982,624261.822,238206.54,0.6184188563,277990,597720.1,237341.46,0.60292207,1.003496529,,,,,,Segment,Paper Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,56860.48,46735.08,0.1780744728,14040,6295,0.4483618234,7.424158856,130954.4528,53720.52,0.5897770647,13896,101789.04,53101.56,0.4783175084,1.010362694,,,,,,Segment,Plush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9147.12,7428.92,0.1878405443,7036,3188,0.4530983513,2.330276035,21353.64,7866,0.6316318904,7024,15177.76,7848,0.482927652,1.001708428,,,,,,Segment,Toys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,884513.51,709971.12,0.1973315139,631288,181682,0.2877957446,3.907768078,2680810.045,1049265.52,0.6086013174,635222,2231407.78,1059357.44,0.5252515253,0.9938068896,,,,,,Segment,Total Giant Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024 Halloween Harvest,,,,,,,,,,,,,,,,,,,,Segment,Giant Foods - Total HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Sales,Net Sales,Avg Disc,Units Shipped,Units Sold,Sell Thru%,Avg Price,Retail Buy,Spend,GP %,Units Ordered,Retail Buy - Order,Spend - Order,GP % - Order,% Order Shipped,,,,,,Segment,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1557.45,1557.45,0,2782,255,0.09166067577,6.107647059,18588.18,9645.84,0.4810766842,2804,18723.96,9715.08,0.4811418097,0.9921540656,,,,,,Segment,Costumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,157561.89,157536.67,0.0001600640866,117615,33849,0.2877949241,4.654101155,575279.0178,286706.81,0.5016212983,119728,579197.72,291403.14,0.4968848634,0.9823516638,,,,,,Segment,Décor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,115290.21,115287.71,2.168440842e-05,86456,24115,0.2789280096,4.780746838,408995.8896,192068.38,0.5303904394,87320,400842.8,194241.22,0.5154179643,0.9901053596,,,,,,Segment,Housewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36139.75,34201.17,0.05364121224,70243,11734,0.1670486739,2.914706835,226504.1831,107298.81,0.5262833184,72416,222191.24,111550.36,0.4979533847,0.9699928193,,,,,,Segment,Novelty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39280.6,39280.6,0,199935,17640,0.08822867432,2.226791383,453608.8804,186080.49,0.5897776741,202002,457633.98,187562.7,0.5901469117,0.989767428,,,,,,Segment,Paper Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19238.33,19238.33,0,9156,2917,0.3185889035,6.595245115,60262.44,30645.24,0.4914703089,11288,69823.12,35141.48,0.4967071079,0.8111268604,,,,,,Segment,Plush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1799.98,1799.98,0,3240,602,0.1858024691,2.99,9687.6,4860,0.4983277592,3228,9651.72,4842,0.4983277592,1.003717472,,,,,,Segment,Toys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370868.21,368901.91,0.005301883383,489427,91112,0.186160551,4.048883901,1752926.191,817305.57,0.5337478701,498786,1758064.54,834455.98,0.5253553206,0.9812364421,,,,,,Segment,Total Giant Foods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024 Halloween Harvest,,,,,,,,,,,,,,,,,,,,Segment,Stop & Shop - Total HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Sales,Net Sales,Avg Disc,Units Shipped,Units Sold,Sell Thru%,Avg Price,Retail Buy,Spend,GP %,Units Ordered,Retail Buy - Order,Spend - Order,GP % - Order,% Order Shipped,,,,,,Segment,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2030.2,1719,0.1532853906,1700,420,0.2470588235,4.092857143,8143,3672,0.5490605428,1730,6902.7,3736.8,0.4586466165,0.9826589595,,,,,,Segment,Costumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,436924.32,394655.62,0.09674146772,181239,78096,0.430900634,5.053467783,1027903.884,455519.73,0.5568459882,186631,935433.49,473201.93,0.4941362106,0.9711087654,,,,,,Segment,Décor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,374826.6,329508.3,0.1209047063,169122,66185,0.3913447097,4.978594848,988717.3248,410616.02,0.5846982654,168400,827973,409040.94,0.5059730933,1.004287411,,,,,,Segment,Housewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113352.39,97767.75,0.1374884111,114944,29151,0.2536104538,3.353838633,446032.6313,190483.08,0.5729391381,117622,385797.18,196185.04,0.4914814048,0.9772321504,,,,,,Segment,Novelty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94340.8,80038.36,0.151603972,364132,46284,0.1271077521,1.729287875,760356.5947,292248.48,0.615642868,361718,751108.82,290437.98,0.6133210365,1.006673707,,,,,,Segment,Paper Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,96780.81,86863.21,0.1024748605,29976,10719,0.3575860689,8.10366732,273097.1424,123867.48,0.5464343606,31960,248668.4,128487.16,0.4832992049,0.937922403,,,,,,Segment,Plush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.94,11.94,0,0,6,,1.99,0,0,,0,0,0,,,,,,,,Segment,Toys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1118267.06,990564.18,0.1141971221,861113,230861,0.2680960571,4.290738496,3504250.577,1476406.79,0.5786811595,868061,3155883.59,1501089.85,0.5243519581,0.9919959542,,,,,,Segment,Total Stop & Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024 Halloween Harvest,,,,,,,,,,,,,,,,,,,,Segment,Hannaford - Total HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Sales,Net Sales,Avg Disc,Units Shipped,Units Sold,Sell Thru%,Avg Price,Retail Buy,Spend,GP %,Units Ordered,Retail Buy - Order,Spend - Order,GP % - Order,% Order Shipped,,,,,,Segment,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1330.52,1330.52,0,4248,348,0.08192090395,3.823333333,14889.72,9699.24,0.3485948695,4362,18568.38,9921.06,0.4657013697,0.9738651994,,,,,,Segment,Costumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,132303.46,132303.46,0,79966,30112,0.376560038,4.393712141,360941.4717,179118.14,0.5037474104,82168,367337.32,183665.84,0.5000076769,0.9732012462,,,,,,Segment,Décor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101197.19,101197.19,0,71826,26190,0.364631192,3.863962963,308529.8896,153216.24,0.5033990379,72554,316907.66,154918.12,0.5111569092,0.9899660942,,,,,,Segment,Housewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32159.82,32159.82,0,34546,7968,0.2306489898,4.036121988,126148.54,61527.02,0.5122653025,35788,124324.12,63474.92,0.4894400218,0.9652956298,,,,,,Segment,Novelty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10446.47,10446.47,0,58458,5899,0.1009100551,1.770888286,126691,61836.3,0.5119124484,58598,146220.02,62069.82,0.5755039563,0.99761084,,,,,,Segment,Paper Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6402.84,6402.84,0,2160,917,0.424537037,6.982377317,15083.93793,7905.6,0.4758928314,6732,35776.68,17645.52,0.5067871027,0.320855615,,,,,,Segment,Plush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,,0,0,,,0,0,,0,0,0,,,,,,,,Segment,Toys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,283840.3,283840.3,0,251204,71434,0.284366491,3.973462217,952284.5592,473302.54,0.5029820284,260202,1009134.18,491695.28,0.5127553008,0.9654191743,,,,,,Segment,Total Hannaford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,All Brands,,All Brands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,All Brands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All Brands,,,,2657489.08,2353277.51,2233032,575089,0.2575372856,0.1144733095,,,8956923.877,3816280.42,0.5739295686,2262271,0.9870753769,4.092023165,,,All Brands,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Description,Segment,Vendor,Program,Gross Dollars$,Net Sales$,Units Shipped,Units Scanned,Sell Thru (Ship),Avg Discount,MSRP,Unit Cost,Retail Buy,Spend,Gross Profit%,Units Ordered,% Order Shipped,Avg Price,SubCat,,All Brands,,UPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har 20C LD Strng Lts,Décor,Decra Lite,Harvest,16399.93999999997,15183.43999999997,6792,2506,0.36896348645465255,0.07417710064792937,5.99,2.89,44448.68015961684,19628.88,0.5175292153589316,6864,0.9895104895104895,6.058834796488416,Candle & Lights,,All Brands,,00004152019408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har 6x12 Scrcrw clng,Décor,Mello Smello,Harvest,5360.64000000001,5108.640000000007,4452,2856,0.6415094339622641,0.04700931232091754,1.49,0.75,8356.291764705898,3339,0.4966442953020134,4488,0.9919786096256684,1.7887394957983216,Window Décor,,All Brands,,00004152019416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har 6x12 Gl Clng Kit,Décor,Mello Smello,Harvest,3365.5000000000055,3179.2800000000034,4452,1788,0.40161725067385445,0.05533204575843165,1.49,0.75,8379.869127516791,3339,0.4966442953020134,4488,0.9919786096256684,1.7781208053691293,Window Décor,,All Brands,,00004152019417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har 12x12 Pm Gl Clng,Décor,Mello Smello,Harvest,15070.049999999992,13949.599999999991,8784,3595,0.40926684881602915,0.07434945471315635,3.49,1.81,36822.06375521556,15899.04,0.48137535816618915,8814,0.9965963240299524,3.8802781641168265,Window Décor,,All Brands,,00004152019421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har 12x12 Tk Gl Clng,Décor,Mello Smello,Harvest,7890.070000000003,7266.320000000003,8784,1893,0.21550546448087432,0.07905506541767049,3.49,1.81,36611.92545166404,15899.04,0.48137535816618915,8814,0.9965963240299524,3.838520866349711,Window Décor,,All Brands,,00004152019422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har FL Mel Serv Bowl,Housewares,Max Union,Harvest,14695.159999999985,13032.759999999997,8190,2064,0.252014652014652,0.11312568219740315,6.49,3.21,58310.736627906925,26289.9,0.5053929121725732,8088,1.0126112759643917,6.314321705426355,Serve Ware,,All Brands,,00004152020535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har FL Mel Rct Plttr,Housewares,Max Union,Harvest,3915.529999999994,3261.130000000001,4128,767,0.18580426356589147,0.16712935413596475,3.99,2.01,21073.413089960854,8297.279999999999,0.4962406015037595,4116,1.0029154518950438,4.251799217731422,Tabletop,,All Brands,,00004152020536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har FL Kids Tumbler,Housewares,Max Union,Harvest,19228.989999999976,17423.18999999998,15876,6506,0.40980095742000505,0.09391028857989925,2.49,1.17,46922.75518598211,18574.92,0.5301204819277109,16236,0.9778270509977827,2.6780187519213006,Beverage and Hydration,,All Brands,,00004152020537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har FL Kids Mel Bowl,Housewares,Max Union,Harvest,10384.289999999997,8972.789999999999,9804,3648,0.37209302325581395,0.13592648125196793,2.49,1,27907.77937499999,9804,0.5983935742971888,9732,1.0073982737361282,2.4596463815789473,Tabletop,,All Brands,,00004152020538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har FL Kids Mel Plte,Housewares,Max Union,Harvest,10586.929999999986,9561.92999999999,14208,3657,0.2573902027027027,0.09681749100069592,2.49,1.05,41131.82976210003,14918.400000000001,0.5783132530120482,14304,0.9932885906040269,2.6146923707957312,Tabletop,,All Brands,,00004152020539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Kds Mel Dv Plte,Housewares,Max Union,Harvest,25453.539999999957,22912.539999999943,19800,7768,0.3923232323232323,0.09982894324325886,2.99,1.32,64879.00257466518,26136,0.5585284280936454,19716,1.0042604990870359,2.9496060762100855,Tabletop,,All Brands,,00004152020540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Kds Mel Shpe Plt,Housewares,Max Union,Harvest,9431.240000000005,8545.240000000005,6108,2476,0.40537000654878846,0.09394310822330887,3.49,1.83,23265.756833602598,11177.640000000001,0.47564469914040114,6132,0.9960861056751468,3.4512277867528294,Tabletop,,All Brands,,00004152020541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har 10Oz Kds Str Tmb,Housewares,FCG,Harvest,18947.219999999954,17290.419999999962,11040,3173,0.28740942028985506,0.0874429071916617,5.49,2.57,65924.14396470202,28372.8,0.5318761384335156,11052,0.998914223669924,5.449234163252431,Beverage and Hydration,,All Brands,,00004152020542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Cer Wd Anml Mug,Housewares,Cheer Billion,Harvest,20129.12999999999,18082.429999999986,4872,2390,0.4905582922824302,0.10167851268286332,7.49,3.47,41033.10517154809,16905.84,0.5367156208277702,4884,0.9975429975429976,7.565870292887023,Beverage and Hydration,,All Brands,,00004152020543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Lf N Acn Plcmt,Housewares,Gibo,Harvest,3371.000000000002,2935.5999999999995,5520,1090,0.19746376811594202,0.1291604865025221,2.49,1.29,17071.486238532118,7120.8,0.48192771084337355,5520,1,2.6932110091743113,Textiles,,All Brands,,00004152020544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Wd Anmal Plush,Plush,Dan Dee,Harvest,15780.749999999989,13979.749999999989,5136,1725,0.3358644859813084,0.1141263881627933,7.99,4.19,46985.467826086926,21519.840000000004,0.47559449311639546,5100,1.0070588235294118,8.104202898550719,Medium Plush,,All Brands,,00004152020545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Wdland Icon Plsh,Plush,Dan Dee,Harvest,13967.509999999991,12631.509999999991,3924,1549,0.39475025484199794,0.09565054902412817,7.99,4.19,35383.15638476434,16441.56,0.47559449311639546,3900,1.0061538461538462,8.154622336991602,Medium Plush,,All Brands,,00004152020546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Sft Plsh Pls Ast,Plush,Dan Dee,Harvest,16824.18999999998,14876.389999999985,5376,1781,0.3312872023809524,0.11577377573600856,7.99,4.22,50784.30400898366,22686.719999999998,0.47183979974968715,5352,1.0044843049327354,8.35282987085906,Medium Plush,,All Brands,,00004152020547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Bmb Fb Kd Dnr St,Housewares,Free Free,Harvest,5615.6099999999915,4930.1099999999915,2144,489,0.22807835820895522,0.12207044292605806,11.99,6.3,24621.406625766835,13507.199999999999,0.4745621351125939,2144,1,10.082024539877283,Tabletop,,All Brands,,00004152020548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har LED Pmpkin Décor,Décor,Gibo,Harvest,7789.029999999991,6626.529999999997,1752,647,0.3692922374429224,0.14924836597111513,9.99,5.2,21091.778299845417,9110.4,0.4794794794794795,1746,1.0034364261168385,10.241931993817616,Table and Mantle Décor,,All Brands,,00004152020549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Wood Icon Décor,Décor,Gibo,Harvest,6999.250000000003,6368.850000000003,2772,2055,0.7413419913419913,0.09006679287066466,2.99,1.53,9441.324087591245,4241.16,0.4882943143812709,2760,1.0043478260869565,3.0991970802919724,Table and Mantle Décor,,All Brands,,00004152020550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Wd Animal Décor,Décor,Dan Dee,Harvest,24091.789999999964,21679.08999999997,14340,7077,0.4935146443514644,0.10014614937287747,2.99,1.53,48816.768206867244,21940.2,0.4882943143812709,14376,0.9974958263772955,3.063316376995898,Table and Mantle Décor,,All Brands,,00004152020551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Wood Icon Décor,Décor,Dan Dee,Harvest,7662.429999999999,6781.630000000002,6792,2157,0.31757950530035334,0.1149504791560898,2.99,1.47,24127.595994436717,9984.24,0.5083612040133779,6744,1.00711743772242,3.1440101993509515,Table and Mantle Décor,,All Brands,,00004152020552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Wood Acorn Décor,Décor,Gibo,Harvest,4719.059999999997,4283.06,3000,884,0.2946666666666667,0.09239128131449836,4.49,2.3,16014.909502262433,6899.999999999999,0.4877505567928731,3084,0.9727626459143969,4.845090497737557,Table and Mantle Décor,,All Brands,,00004152020553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Wd Pmpkn Brlp Bw,Décor,Gibo,Harvest,10384.319999999994,9099.119999999992,4560,1908,0.41842105263157897,0.12376352038458016,4.49,2.3,24817.871698113195,10488,0.4877505567928731,4548,1.0026385224274406,4.768930817610059,Table and Mantle Décor,,All Brands,,00004152020554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Geo Pmpkin Décor,Décor,Dan Dee,Harvest,17067.719999999994,14698.919999999991,9568,2968,0.3102006688963211,0.13878830915904428,4.49,2.36,55021.54479784364,22580.48,0.4743875278396437,9856,0.9707792207792207,4.952466307277625,Table and Mantle Décor,,All Brands,,00004152020555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Mtl Slt Pmpkn Dc,Décor,Gibo,Harvest,28625.469999999987,25250.509999999995,6876,4258,0.6192553810354857,0.11790059691596311,5.99,2.87,46225.629807421305,19734.12,0.5208681135225376,6876,1,5.93013386566463,Table and Mantle Décor,,All Brands,,00004152020556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Trpl St Dcr W Fl,Décor,Gibo,Harvest,27312.190000000006,24299.989999999983,9168,4071,0.44404450261780104,0.11028775063442453,5.99,3.05,61507.776448047174,27962.399999999998,0.4908180300500835,9156,1.001310615989515,5.9690469172193525,Table and Mantle Décor,,All Brands,,00004152020557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Wd Pumpkin Décor,Décor,Global,Harvest,8204.98999999999,7220.49,2106,1191,0.5655270655270656,0.11998795854717581,5.99,2.91,14508.571738035249,6128.46,0.5141903171953255,2136,0.9859550561797753,6.062544080604534,Table and Mantle Décor,,All Brands,,00004152020558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Wd Pmpkn Crte Dc,Décor,Zest,Harvest,6876.699999999991,6325.499999999997,2032,1050,0.5167322834645669,0.08015472537699686,5.99,2.96,13308.051809523791,6014.72,0.5058430717863105,2024,1.0039525691699605,6.024285714285711,Table and Mantle Décor,,All Brands,,00004152020559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Wood Word Décor,Décor,Gibo,Harvest,10077.299999999988,8597.439999999999,3384,1390,0.4107565011820331,0.14685084298373485,6.49,3.15,24533.513093525155,10659.6,0.514637904468413,3372,1.00355871886121,6.1852086330935245,Table and Mantle Décor,,All Brands,,00004152020560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Mtl Pmpkn Dcr,Décor,Zest,Harvest,2298.920000000002,1998.1200000000003,2280,308,0.13508771929824562,0.13084404850973552,6.49,3.21,17017.979220779234,7318.8,0.5053929121725732,2244,1.0160427807486632,6.487402597402599,Table and Mantle Décor,,All Brands,,00004152020562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Wd Pmp Bk Stk Dc,Décor,Gibo,Harvest,12104.879999999994,10457.279999999997,2880,1462,0.5076388888888889,0.1361103951464201,6.99,3.52,23845.45444596442,10137.6,0.49642346208869814,2832,1.0169491525423728,7.1527222982216125,Table and Mantle Décor,,All Brands,,00004152020563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Bird Décor,Décor,Gibo,Harvest,43279.92999999996,38986.32999999995,14724,6445,0.43772072806302637,0.09920533605299298,5.99,2.9,98875.66940574079,42699.6,0.5158597662771286,14436,1.0199501246882794,6.04908145849495,Table and Mantle Décor,,All Brands,,00004152020565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Trkey Brd Decor,Décor,Global,Harvest,12624.359999999951,11824.359999999966,4056,1964,0.48422090729783035,0.06336954903060343,5.99,3.02,26071.488879836965,12249.12,0.4958263772954925,4092,0.9912023460410557,6.020549898166989,Table and Mantle Décor,,All Brands,,00004152020566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Gnme Knt Hat Dcr,Décor,Gibo,Harvest,15924.37999999999,13989.979999999994,5316,2692,0.5063957863054929,0.121474117045687,4.99,2.47,31446.50968796432,13130.52,0.5050100200400801,5220,1.0183908045977013,5.196872213967309,Table and Mantle Décor,,All Brands,,00004152020567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Mushrm Gnme Dcr,Décor,Global,Harvest,24493.109999999964,22351.509999999966,7368,3383,0.4591476655808903,0.08743683427706817,6.49,3.27,53344.73381022753,24093.36,0.49614791987673346,7400,0.9956756756756757,6.60700857227312,Table and Mantle Décor,,All Brands,,00004152020568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Fx Beaded Lg Dcr,Décor,Gibo,Harvest,5514.880000000001,4906.480000000003,2400,662,0.2758333333333333,0.11031971683880659,7.49,3.59,19993.522658610273,8616,0.520694259012016,2340,1.0256410256410255,7.41160120845922,Table and Mantle Décor,,All Brands,,00004152020569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Scrcrw Leg Dcr,Décor,Gibo,Harvest,4565.05,4007.050000000003,2388,545,0.2282244556113903,0.12223305330719214,7.49,3.7,20002.4576146789,8835.6,0.5060080106809078,2352,1.0153061224489797,7.352385321100923,Table and Mantle Décor,,All Brands,,00004152020570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Plaid Pmpkn Dcr,Décor,Gibo,Harvest,11678.069999999982,10530.869999999988,7356,1743,0.2369494290375204,0.09823541047450435,5.99,2.93,49285.0733907056,21553.08,0.5108514190317195,7524,0.9776714513556619,6.041807228915656,Table and Mantle Décor,,All Brands,,00004152020571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har Knt Pmpkin Décor,Décor,Gibo,Harvest,4517.959999999997,4137.959999999999,2496,684,0.27403846153846156,0.08410875704964149,5.99,2.96,16486.59087719297,7388.16,0.5058430717863105,2472,1.0097087378640777,6.049649122807017,Table and Mantle Décor,,All Brands,,00004152020572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"SL Har 7.5"" Pumpkin  ",Décor,Global,Harvest,20351.049999999967,17899.749999999985,8292,2525,0.3045103714423541,0.12045078755150151,6.99,3.52,66832.04221782167,29187.84,0.49642346208869814,8238,1.0065549890750183,7.089009900990093,Table and Mantle Décor,,All Brands,,00004152020573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SL Har LED Cndl Pmp Dcr,Décor,Zest,Harvest,14493.359999999991,12448.959999999997,1592,805,0.5056532663316583,0.1410576981459093,14.99,7.56,28662.6448695652,12035.519999999999,0.4956637758505671,1556,1.0231362467866323,15.464546583850929,Table and Mantle Décor,,All Brands,,00004152020574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
